,time,team,towers,team_gold,team_kills,top_kill,top_death,top_assist,top_gold,jungle_kill,jungle_death,jungle_assist,jungle_gold,mid_kill,mid_death,mid_assist,mid_gold,bot_kill,bot_death,bot_assist,bot_gold,supp_kill,supp_death,supp_assist,supp_gold
36,36,TF,0,3300,0,0,0,0,628,0,0,0,563,0,0,0,773,0,0,0,693,0,0,0,628
36,36,T1,0,3300,0,0,0,0,628,0,0,0,682,0,0,0,733,0,0,0,693,0,0,0,628
37,37,TF,0,3300,0,0,0,0,631,0,0,0,566,0,0,0,776,0,0,0,696,0,0,0,631
37,37,T1,0,3400,0,0,0,0,631,0,0,0,686,0,0,0,736,0,0,0,696,0,0,0,631
38,38,TF,0,3300,0,0,0,0,635,0,0,0,570,0,0,0,780,0,0,0,700,0,0,0,635
38,38,T1,0,3400,0,0,0,0,635,0,0,0,689,0,0,0,780,0,0,0,740,0,0,0,655
39,39,TF,0,3300,0,0,0,0,635,0,0,0,370,0,0,0,780,0,0,0,700,0,0,0,635
39,39,T1,0,3500,0,0,0,0,635,0,0,0,713,0,0,0,780,0,0,0,780,0,0,0,675
41,41,TF,0,3400,0,0,0,0,645,0,0,0,736,0,0,0,790,0,0,0,710,0,0,0,645
41,41,T1,0,3600,0,0,0,0,710,0,0,0,760,0,0,0,790,0,0,0,790,0,0,0,685
42,42,TF,0,3500,0,0,0,0,645,0,0,0,736,0,0,0,790,0,0,0,710,0,0,0,645
42,42,T1,0,3700,0,0,0,0,710,0,0,0,784,0,0,0,790,0,0,0,790,0,0,0,685
43,43,TF,0,3500,0,0,0,0,649,0,0,0,739,0,0,0,794,0,0,0,754,0,0,0,669
43,43,T1,0,3700,0,0,0,0,729,0,0,0,799,0,0,0,794,0,0,0,794,0,0,0,689
44,44,TF,0,3600,0,0,0,0,656,0,0,0,746,0,0,0,801,0,0,0,768,0,0,0,683
44,44,T1,0,3800,0,0,0,0,736,0,0,0,806,0,0,0,801,0,0,0,801,0,0,0,696
45,45,TF,0,3700,0,0,0,0,659,0,0,0,730,0,0,0,804,0,0,0,772,0,0,0,687
45,45,T1,0,3800,0,0,0,0,740,0,0,0,810,0,0,0,804,0,0,0,804,0,0,0,699
46,46,TF,0,3700,0,0,0,0,704,0,0,0,730,0,0,0,869,0,0,0,772,0,0,0,687
46,46,T1,0,3800,0,0,0,0,740,0,0,0,810,0,0,0,804,0,0,0,804,0,0,0,699
47,47,TF,0,3800,0,0,0,0,711,0,0,0,757,0,0,0,876,0,0,0,779,0,0,0,694
47,47,T1,0,3900,0,0,0,0,747,0,0,0,817,0,0,0,811,0,0,0,811,0,0,0,706
48,48,TF,0,3800,0,0,0,0,715,0,0,0,760,0,0,0,880,0,0,0,782,0,0,0,697
48,48,T1,0,3900,0,0,0,0,750,0,0,0,820,0,0,0,815,0,0,0,815,0,0,0,710
49,49,TF,0,3800,0,0,0,0,715,0,0,0,760,0,0,0,880,0,0,0,782,0,0,0,697
49,49,T1,0,3900,0,0,0,0,790,0,0,0,820,0,0,0,880,0,0,0,815,0,0,0,710
50,50,TF,0,3800,0,0,0,0,744,0,0,0,764,0,0,0,948,0,0,0,786,0,0,0,701
50,50,T1,0,3900,0,0,0,0,794,0,0,0,824,0,0,0,883,0,0,0,818,0,0,0,713
51,51,TF,0,4000,0,0,0,0,71,0,0,0,7,0,0,0,955,0,0,0,793,0,0,0,708
51,51,T1,0,4000,0,0,0,0,801,0,0,0,831,0,0,0,890,0,0,0,825,0,0,0,720
52,52,TF,0,4000,0,0,0,0,754,0,0,0,774,0,0,0,959,0,0,0,796,0,0,0,711
52,52,T1,0,4100,0,0,0,0,804,0,0,0,834,0,0,0,959,0,0,0,829,0,0,0,724
53,53,TF,0,4000,0,0,0,0,754,0,0,0,798,0,0,0,999,0,0,0,796,0,0,0,711
53,53,T1,0,4100,0,0,0,0,804,0,0,0,834,0,0,0,959,0,0,0,829,0,0,0,724
54,54,TF,0,4100,0,0,0,0,761,0,0,0,877,0,0,0,1046,0,0,0,868,0,0,0,7351
54,54,T1,0,4200,0,0,0,0,876,0,0,0,841,0,0,0,966,0,0,0,901,0,0,0,763
55,55,TF,0,4300,0,0,0,0,765,0,0,0,893,0,0,0,1049,0,0,0,872,0,0,0,74
55,55,T1,0,4300,0,0,0,0,880,0,0,0,845,0,0,0,969,0,0,0,904,0,0,0,767
56,56,TF,0,4300,0,0,0,0,765,0,0,0,893,0,0,0,1049,0,0,0,872,0,0,0,754
56,56,T1,0,4400,0,0,0,0,880,0,0,0,845,0,0,0,969,0,0,0,904,0,0,0,767
57,57,TF,0,4300,0,0,0,0,768,0,0,0,896,0,0,0,1053,0,0,0,875,0,0,0,738
57,57,T1,0,4400,0,0,0,0,883,0,0,0,848,0,0,0,973,0,0,0,908,0,0,0,770
58,58,TF,0,4400,0,0,0,0,779,0,0,0,915,0,0,0,1060,0,0,0,882,0,0,0,765
58,58,T1,0,4400,0,0,0,0,890,0,0,0,855,0,0,0,980,0,0,0,915,0,0,0,777
59,59,TF,0,4400,0,0,0,0,779,0,0,0,919,0,0,0,1108,0,0,0,886,0,0,0,768
59,59,T1,0,4400,0,0,0,0,959,0,0,0,859,0,0,0,983,0,0,0,918,0,0,0,781
60,60,TF,0,4400,0,0,0,0,779,0,0,0,919,0,0,0,1108,0,0,0,886,0,0,0,768
60,60,T1,0,4400,0,0,0,0,959,0,0,0,859,0,0,0,1023,0,0,0,918,0,0,0,781
61,61,TF,0,4500,0,0,0,0,786,0,0,0,950,0,0,0,1115,0,0,0,958,0,0,0,808
61,61,T1,0,4600,0,0,0,0,966,0,0,0,866,0,0,0,1030,0,0,0,990,0,0,0,820
62,62,TF,0,4600,0,0,0,0,789,0,0,0,977,0,0,0,1119,0,0,0,961,0,0,0,811
62,62,T1,0,4600,0,0,0,0,969,0,0,0,869,0,0,0,1034,0,0,0,994,0,0,0,824
63,63,TF,0,4600,0,0,0,0,854,0,0,0,977,0,0,0,1119,0,0,0,961,0,0,0,811
63,63,T1,0,4100,0,0,0,0,969,0,0,0,869,0,0,0,1074,0,0,0,994,0,0,0,824
64,64,TF,0,4600,0,0,0,0,858,0,0,0,981,0,0,0,1122,0,0,0,965,0,0,0,815
64,64,T1,0,4100,0,0,0,0,973,0,0,0,873,0,0,0,1077,0,0,0,997,0,0,0,827
65,65,TF,0,4600,0,0,0,0,865,0,0,0,988,0,0,0,1129,0,0,0,972,0,0,0,822
65,65,T1,0,4800,0,0,0,0,1020,0,0,0,880,0,0,0,1084,0,0,0,1004,0,0,0,834
66,66,TF,0,4600,0,0,0,0,868,0,0,0,991,0,0,0,1133,0,0,0,975,0,0,0,825
66,66,T1,0,4300,0,0,0,0,1023,0,0,0,883,0,0,0,1088,0,0,0,1048,0,0,0,858
67,67,TF,0,4600,0,0,0,0,868,0,0,0,991,0,0,0,1133,0,0,0,975,0,0,0,825
67,67,T1,0,4900,0,0,0,0,1023,0,0,0,883,0,0,0,1088,0,0,0,1048,0,0,0,858
68,68,TF,0,4600,0,0,0,0,872,0,0,0,995,0,0,0,1136,0,0,0,1019,0,0,0,849
68,68,T1,0,4500,0,0,0,0,1027,0,0,0,887,0,0,0,1091,0,0,0,1051,0,0,0,861
69,69,TF,0,4600,0,0,0,0,879,0,0,0,1002,0,0,0,1143,0,0,0,1026,0,0,0,856
69,69,T1,0,5000,0,0,0,0,1074,0,0,0,894,0,0,0,1124,0,0,0,1058,0,0,0,868
70,70,TF,0,4900,0,0,0,0,882,0,0,0,1005,0,0,0,1147,0,0,0,1029,0,0,0,859
70,70,T1,0,5000,0,0,0,0,1077,0,0,0,897,0,0,0,1127,0,0,0,1062,0,0,0,872
71,71,TF,0,4900,0,0,0,0,947,0,0,0,1005,0,0,0,1212,0,0,0,1029,0,0,0,859
71,71,T1,0,5000,0,0,0,0,1077,0,0,0,897,0,0,0,1127,0,0,0,1062,0,0,0,872
72,72,TF,0,5100,0,0,0,0,994,0,0,0,1012,0,0,0,1219,0,0,0,1036,0,0,0,866
72,72,T1,0,5100,0,0,0,0,1084,0,0,0,904,0,0,0,1134,0,0,0,1069,0,0,0,879
73,73,TF,0,5100,0,0,0,0,998,0,0,0,1016,0,0,0,1222,0,0,0,1080,0,0,0,890
73,73,T1,0,5100,0,0,0,0,1088,0,0,0,1064,0,0,0,1138,0,0,0,1072,0,0,0,882
74,74,TF,0,5200,0,0,0,0,1001,0,0,0,1019,0,0,0,1226,0,0,0,1083,0,0,0,893
74,74,T1,0,5200,0,0,0,0,1091,0,0,0,1067,0,0,0,1206,0,0,0,1076,0,0,0,886
75,75,TF,0,5200,0,0,0,0,1041,0,0,0,1019,0,0,0,1291,0,0,0,1083,0,0,0,893
75,75,T1,0,5200,0,0,0,0,1091,0,0,0,1067,0,0,0,1206,0,0,0,1076,0,0,0,886
76,76,TF,0,5300,0,0,0,0,1048,0,0,0,1026,0,0,0,1298,0,0,0,1155,0,0,0,933
76,76,T1,0,5300,0,0,0,0,1098,0,0,0,1074,0,0,0,1213,0,0,0,1083,0,0,0,893
77,77,TF,0,5500,0,0,0,0,1052,0,0,0,1060,0,0,0,1301,0,0,0,1159,0,0,0,936
77,77,T1,0,5400,0,0,0,0,1167,0,0,0,1078,0,0,0,1217,0,0,0,1086,0,0,0,896
78,78,TF,0,5500,0,0,0,0,1092,0,0,0,1060,0,0,0,1301,0,0,0,1159,0,0,0,936
78,78,T1,0,5400,0,0,0,0,1167,0,0,0,1078,0,0,0,1217,0,0,0,1151,0,0,0,929
79,79,TF,0,5500,0,0,0,0,1095,0,0,0,1063,0,0,0,1305,0,0,0,1227,0,0,0,972
79,79,T1,0,5400,0,0,0,0,1170,0,0,0,1081,0,0,0,1220,0,0,0,1155,0,0,0,932
80,80,TF,0,5700,0,0,0,0,1102,0,0,0,1130,0,0,0,1352,0,0,0,1234,0,0,0,979
80,80,T1,0,5600,0,0,0,0,1177,0,0,0,1088,0,0,0,1267,0,0,0,1202,0,0,0,959
81,81,TF,0,5800,0,0,0,0,1146,0,0,0,1134,0,0,0,1355,0,0,0,1238,0,0,0,983
81,81,T1,0,5700,0,0,0,0,1181,0,0,0,1092,0,0,0,1271,0,0,0,1205,0,0,0,963
82,82,TF,0,5800,0,0,0,0,1146,0,0,0,1206,0,0,0,1355,0,0,0,1238,0,0,0,983
82,82,T1,0,5700,0,0,0,0,1197,0,0,0,1092,0,0,0,1271,0,0,0,1205,0,0,0,963
83,83,TF,0,5800,0,0,0,0,1149,0,0,0,1209,0,0,0,13859,0,0,0,1241,0,0,0,986
83,83,T1,0,5700,0,0,0,0,1200,0,0,0,1095,0,0,0,1274,0,0,0,1274,0,0,0,999
84,84,TF,0,5900,0,0,0,0,1156,0,0,0,1216,0,0,0,1366,0,0,0,1288,0,0,0,1013
84,84,T1,0,5900,0,0,0,0,1207,0,0,0,1132,0,0,0,1281,0,0,0,1281,0,0,0,1006
85,85,TF,0,5900,0,0,0,0,1160,0,0,0,1220,0,0,0,1369,0,0,0,1292,0,0,0,1017
85,85,T1,0,5900,0,0,0,0,1211,0,0,0,1208,0,0,0,1285,0,0,0,1284,0,0,0,1009
86,86,TF,0,5900,0,0,0,0,1160,0,0,0,1220,0,0,0,1369,0,0,0,1292,0,0,0,1017
86,86,T1,0,5900,0,0,0,0,1276,0,0,0,1268,0,0,0,1285,0,0,0,1284,0,0,0,1009
87,87,TF,0,5900,0,0,0,0,1232,0,0,0,1227,0,0,0,1406,0,0,0,1299,0,0,0,1024
87,87,T1,0,5900,0,0,0,0,1283,0,0,0,1275,0,0,0,1292,0,0,0,1331,0,0,0,1036
88,88,TF,0,5900,0,0,0,0,1235,0,0,0,1230,0,0,0,1410,0,0,0,1302,0,0,0,1027
88,88,T1,0,6200,0,0,0,0,1286,0,0,0,1278,0,0,0,1295,0,0,0,1335,0,0,0,1040
89,89,TF,0,6200,0,0,0,0,1239,0,0,0,1234,0,0,0,1413,0,0,0,1306,0,0,0,1031
89,89,T1,0,6200,0,0,0,0,1290,0,0,0,1282,0,0,0,1299,0,0,0,1338,0,0,0,1043
90,90,TF,0,6200,0,0,0,0,1304,0,0,0,1234,0,0,0,1413,0,0,0,1306,0,0,0,1031
90,90,T1,0,6200,0,0,0,0,1290,0,0,0,1282,0,0,0,1299,0,0,0,1338,0,0,0,1043
91,91,TF,0,6200,0,0,0,0,1311,0,0,0,1241,0,0,0,1420,0,0,0,1313,0,0,0,1038
91,91,T1,0,6200,0,0,0,0,1297,0,0,0,1289,0,0,0,1306,0,0,0,1345,0,0,0,1050
92,92,TF,0,6200,0,0,0,0,1314,0,0,0,1244,0,0,0,1424,0,0,0,1316,0,0,0,1041
92,92,T1,0,6200,0,0,0,0,1300,0,0,0,1292,0,0,0,1309,0,0,0,1349,0,0,0,1054
93,93,TF,0,6200,0,0,0,0,1314,0,0,0,1244,0,0,0,1424,0,0,0,1316,0,0,0,1041
93,93,T1,0,6200,0,0,0,0,1300,0,0,0,1292,0,0,0,1394,0,0,0,1349,0,0,0,1054
94,94,TF,0,6200,0,0,0,0,1318,0,0,0,1248,0,0,0,1453,0,0,0,1320,0,0,0,1045
94,94,T1,0,6200,0,0,0,0,1304,0,0,0,1296,0,0,0,1398,0,0,0,1352,0,0,0,1057
95,95,TF,0,6400,0,0,0,0,1325,0,0,0,1255,0,0,0,1460,0,0,0,1327,0,0,0,1052
95,95,T1,0,6400,0,0,0,0,1311,0,0,0,1303,0,0,0,1405,0,0,0,1359,0,0,0,1064
96,96,TF,0,6400,0,0,0,0,1368,0,0,0,1258,0,0,0,1463,0,0,0,1330,0,0,0,1055
96,96,T1,0,6400,0,0,0,0,1314,0,0,0,1306,0,0,0,1408,0,0,0,1363,0,0,0,1068
97,97,TF,0,6400,0,0,0,0,1368,0,0,0,1258,0,0,0,1548,0,0,0,1330,0,0,0,1055
97,97,T1,0,6400,0,0,0,0,1314,0,0,0,1306,0,0,0,1408,0,0,0,1363,0,0,0,1068
98,98,TF,0,6400,0,0,0,0,1372,0,0,0,1262,0,0,0,1552,0,0,0,1334,0,0,0,1059
98,98,T1,0,6400,0,0,0,0,1318,0,0,0,1310,0,0,0,1412,0,0,0,1366,0,0,0,1071
99,99,TF,0,6400,0,0,0,0,1379,0,0,0,1269,0,0,0,1624,0,0,0,1341,0,0,0,1066
99,99,T1,0,6400,0,0,0,0,1325,0,0,0,1317,0,0,0,1484,0,0,0,1373,0,0,0,1078
100,100,TF,0,6700,0,0,0,0,1382,0,0,0,1272,0,0,0,1627,0,0,0,1344,0,0,0,1069
100,100,T1,0,6400,0,0,0,0,1328,0,0,0,1320,0,0,0,1487,0,0,0,1377,0,0,0,1082
101,101,TF,0,6700,0,0,0,0,1382,0,0,0,1272,0,0,0,1667,0,0,0,1344,0,0,0,1069
101,101,T1,0,6400,0,0,0,0,1328,0,0,0,1320,0,0,0,1487,0,0,0,1377,0,0,0,1082
102,102,TF,0,6700,0,0,0,0,1389,0,0,0,1279,0,0,0,1674,0,0,0,1351,0,0,0,1076
102,102,T1,0,6400,0,0,0,0,1335,0,0,0,1327,0,0,0,1494,0,0,0,1469,0,0,0,1131
103,103,TF,0,6700,0,0,0,0,1393,0,0,0,1283,0,0,0,1678,0,0,0,1355,0,0,0,1080
103,103,T1,0,6400,0,0,0,0,1339,0,0,0,1331,0,0,0,1528,0,0,0,1472,0,0,0,1135
104,104,TF,0,6700,0,0,0,0,1481,0,0,0,1286,0,0,0,1697,0,0,0,1358,0,0,0,1083
104,104,T1,0,6400,0,0,0,0,1342,0,0,0,1334,0,0,0,1531,0,0,0,1476,0,0,0,1138
105,105,TF,0,6700,0,0,0,0,1481,0,0,0,1406,0,0,0,1697,0,0,0,1488,0,0,0,1148
105,105,T1,0,6400,0,0,0,0,1342,0,0,0,1334,0,0,0,1531,0,0,0,1541,0,0,0,1171
106,106,TF,0,7200,0,0,0,0,1488,0,0,0,1413,0,0,0,1704,0,0,0,1495,0,0,0,1155
106,106,T1,0,6400,0,0,0,0,1349,0,0,0,1341,0,0,0,1603,0,0,0,1548,0,0,0,1178
107,107,TF,0,7200,0,0,0,0,1492,0,0,0,1417,0,0,0,1708,0,0,0,1539,0,0,0,1179
107,107,T1,0,7000,0,0,0,0,1353,0,0,0,1465,0,0,0,1607,0,0,0,1564,0,0,0,1194
108,108,TF,0,7200,0,0,0,0,1495,0,0,0,1420,0,0,0,1726,0,0,0,1542,0,0,0,1182
108,108,T1,0,700,0,0,0,0,1356,0,0,0,1468,0,0,0,1610,0,0,0,1567,0,0,0,1197
109,109,TF,0,7200,0,0,0,0,1560,0,0,0,1420,0,0,0,1726,0,0,0,1627,0,0,0,1225
109,109,T1,0,700,0,0,0,0,1356,0,0,0,1468,0,0,0,1610,0,0,0,1567,0,0,0,1197
110,110,TF,0,7600,0,0,0,0,1632,0,0,0,1427,0,0,0,1733,0,0,0,1674,0,0,0,1252
110,110,T1,0,7200,0,0,0,0,1363,0,0,0,1475,0,0,0,1617,0,0,0,1574,0,0,0,1204
111,111,TF,0,7600,0,0,0,0,1636,0,0,0,1431,0,0,0,1737,0,0,0,1678,0,0,0,1255
111,111,T1,0,1200,0,0,0,0,1367,0,0,0,1479,0,0,0,1621,0,0,0,1578,0,0,0,1208
112,112,TF,0,7600,0,0,0,0,1679,0,0,0,1434,0,0,0,1740,0,0,0,1681,0,0,0,1259
112,112,T1,0,1300,0,0,0,0,1435,0,0,0,1482,0,0,0,1624,0,0,0,1581,0,0,0,1211
113,113,TF,0,7600,0,0,0,0,1679,0,0,0,1434,0,0,0,1740,0,0,0,1681,0,0,0,1259
113,113,T1,0,1300,0,0,0,0,1435,0,0,0,1482,0,0,0,1624,0,0,0,1581,0,0,0,1211
114,114,TF,0,7800,0,0,0,0,1702,0,0,0,1441,0,0,0,1747,0,0,0,1688,0,0,0,1266
114,114,T1,0,700,0,0,0,0,1507,0,0,0,1489,0,0,0,1631,0,0,0,1628,0,0,0,1238
115,115,TF,0,7800,0,0,0,0,1706,0,0,0,1445,0,0,0,1751,0,0,0,1692,0,0,0,1269
115,115,T1,0,7500,0,0,0,0,1511,0,0,0,1493,0,0,0,1635,0,0,0,1632,0,0,0,1242
116,116,TF,0,7800,0,0,0,0,1709,0,0,0,1448,0,0,0,1754,0,0,0,1695,0,0,0,1273
116,116,T1,0,7500,0,0,0,0,1514,0,0,0,1496,0,0,0,1638,0,0,0,1675,0,0,0,1265
117,117,TF,0,7800,0,0,0,0,1709,0,0,0,1448,0,0,0,1754,0,0,0,1695,0,0,0,1273
117,117,T1,0,7500,0,0,0,0,1514,0,0,0,1496,0,0,0,1638,0,0,0,1675,0,0,0,1265
118,118,TF,0,7800,0,0,0,0,1716,0,0,0,1455,0,0,0,1826,0,0,0,1732,0,0,0,1280
118,118,T1,0,7600,0,0,0,0,1521,0,0,0,1503,0,0,0,1645,0,0,0,1727,0,0,0,1272
119,119,TF,0,7800,0,0,0,0,1720,0,0,0,1459,0,0,0,1830,0,0,0,1736,0,0,0,1283
119,119,T1,0,1400,0,0,0,0,1525,0,0,0,1507,0,0,0,1649,0,0,0,1731,0,0,0,1276
120,120,TF,0,7800,0,0,0,0,1723,0,0,0,1462,0,0,0,1938,0,0,0,1739,0,0,0,1287
120,120,T1,0,1400,0,0,0,0,1528,0,0,0,1510,0,0,0,1652,0,0,0,1734,0,0,0,1279
121,121,TF,0,7800,0,0,0,0,1723,0,0,0,1462,0,0,0,1938,0,0,0,1739,0,0,0,1287
121,121,T1,0,1400,0,0,0,0,1528,0,0,0,1510,0,0,0,1652,0,0,0,1734,0,0,0,1279
122,122,TF,0,8200,0,0,0,0,1730,0,0,0,1469,0,0,0,1945,0,0,0,1746,0,0,0,1294
122,122,T1,0,1400,0,0,0,0,1535,0,0,0,1517,0,0,0,1659,0,0,0,1741,0,0,0,1286
123,123,TF,0,8200,0,0,0,0,1734,0,0,0,1473,0,0,0,1989,0,0,0,1750,0,0,0,1297
123,123,T1,0,1400,0,0,0,0,1624,0,0,0,1521,0,0,0,1663,0,0,0,1745,0,0,0,1290
124,124,TF,0,8200,0,0,0,0,1734,0,0,0,1473,0,0,0,1989,0,0,0,1750,0,0,0,1297
124,124,T1,0,1800,0,0,0,0,1664,0,0,0,1521,0,0,0,1663,0,0,0,1745,0,0,0,1290
125,125,TF,0,8200,0,0,0,0,1737,0,0,0,1476,0,0,0,1992,0,0,0,1753,0,0,0,1301
125,125,T1,0,1800,0,0,0,0,1667,0,0,0,1524,0,0,0,1666,0,0,0,1748,0,0,0,1293
126,126,TF,0,8200,0,0,0,0,1744,0,0,0,1483,0,0,0,1999,0,0,0,1760,0,0,0,1308
126,126,T1,0,7900,0,0,0,0,1674,0,0,0,1531,0,0,0,1673,0,0,0,1755,0,0,0,1300
